"SUID","AverageShortestPathLength","BetweennessCentrality","ClosenessCentrality","ClusteringCoefficient","Degree","Eccentricity","IsSingleNode","name","NeighborhoodConnectivity","NumberOfDirectedEdges","NumberOfUndirectedEdges","PartnerOfMultiEdgedNodePairs","Radiality","selected","SelfLoops","shared name","Stress","TopologicalCoefficient"
"8133","3.02277433","1.1132E-4","0.33082192","0.20512821","13","6","false","SDCBP","39.15384615","13","0","0","0.7752473","false","0","SDCBP","4318","0.13157213"
"8140","3.06004141","3.6429E-4","0.32679296","0.13333333","10","6","false","SLC9A3R2","36.7","10","0","0","0.77110651","false","0","SLC9A3R2","9352","0.14054054"
"8143","2.87301587","0.00261693","0.3480663","0.18850575","30","6","false","STXBP2","29.76666667","30","0","0","0.79188713","false","0","STXBP2","71418","0.07474747"
"8177","2.87508627","3.0098E-4","0.34781565","0.38947368","20","6","false","BID","52.55","20","0","0","0.79165708","false","0","BID","13246","0.12470309"
"8184","3.20496894","0.0","0.3120155","1.0","8","6","false","TNFRSF10C","57.125","8","0","0","0.75500345","false","0","TNFRSF10C","0","0.29445876"
"8188","3.10697032","8.6843E-4","0.32185695","0.1969697","12","6","false","SLC8A1","29.75","12","0","0","0.76589219","false","0","SLC8A1","29138","0.12878788"
"8193","3.0531401","7.211E-5","0.32753165","0.53846154","13","6","false","BBC3","49.30769231","13","0","0","0.77187332","false","0","BBC3","3252","0.19008019"
"8203","3.02346446","0.00106949","0.3307464","0.25714286","15","6","false","COL18A1","41.73333333","15","0","0","0.77517062","false","0","COL18A1","30030","0.13959732"
"8234","3.01173223","2.4963E-4","0.33203483","0.46405229","18","6","false","AOAH","61.33333333","18","0","0","0.7764742","false","0","AOAH","11032","0.18878601"
"8235","2.94202899","0.00119947","0.33990148","0.40998217","34","6","false","FGL2","55.52941176","34","0","0","0.784219","false","0","FGL2","47034","0.14574649"
"8239","2.69703244","0.00619637","0.37077789","0.29219601","58","6","false","HK3","50.31034483","58","0","0","0.81144084","false","0","HK3","220106","0.09177574"
"8243","3.39406487","3.2E-6","0.29463196","0.3","5","6","false","NFAM1","44.6","5","0","0","0.73399279","false","0","NFAM1","110","0.31714286"
"8252","3.01449275","7.597E-5","0.33173077","0.54545455","12","6","false","ARHGAP25","57.91666667","12","0","0","0.77616747","false","0","ARHGAP25","3652","0.17472306"
"8260","2.9910283","3.98E-5","0.33433318","0.63636364","11","6","false","MADCAM1","79.18181818","11","0","0","0.77877463","false","0","MADCAM1","2820","0.23566017"
"8269","2.99447895","1.1926E-4","0.33394791","0.51778656","23","6","false","KLRC1","59.26086957","23","0","0","0.77839123","false","0","KLRC1","7356","0.17277221"
"8272","2.85852312","7.4053E-4","0.349831","0.4045584","27","6","false","SIRPA","69.14814815","27","0","0","0.79349743","false","0","SIRPA","31572","0.16167924"
"8279","2.96687371","7.403E-5","0.33705513","0.62333333","25","6","false","SIGLEC7","65.36","25","0","0","0.78145848","false","0","SIGLEC7","5646","0.18308123"
"8287","3.41476881","0.00173446","0.29284559","0.0","7","7","false","SAT1","14.14285714","7","0","0","0.73169235","false","0","SAT1","49356","0.15106732"
"8289","2.94133885","4.8E-5","0.33998123","0.70940171","27","6","false","SIGLEC9","71.7037037","27","0","0","0.78429568","false","0","SIGLEC9","4042","0.19223513"
"8294","3.23395445","1.046E-4","0.30921895","0.2","6","6","false","HBP1","33.66666667","6","0","0","0.75178284","false","0","HBP1","3064","0.20223577"
"8303","2.88750863","0.00151774","0.34631931","0.16","25","6","false","WDFY3","34.96","25","0","0","0.79027682","false","0","WDFY3","47484","0.08869565"
"8305","3.28571429","3.5955E-4","0.30434783","0.14285714","7","6","false","PRICKLE2","23.71428571","7","0","0","0.74603175","false","0","PRICKLE2","9566","0.16183816"
"8307","3.40648723","7.613E-5","0.29355754","0.33333333","6","7","false","IKBIP","22.0","6","0","0","0.73261253","false","0","IKBIP","2208","0.20216049"
"8318","3.22705314","2.22E-4","0.30988024","0.17857143","8","6","false","PIM3","30.75","8","0","0","0.75254965","false","0","PIM3","5006","0.17763158"
"8321","2.71152519","0.00223225","0.36879613","0.31550802","34","6","false","BCL10","61.94117647","34","0","0","0.80983053","false","0","BCL10","89816","0.10996761"
"8330","2.86404417","0.00148942","0.34915663","0.22875817","18","6","false","DAPK1","48.38888889","18","0","0","0.79288398","false","0","DAPK1","44138","0.11759935"
"8337","3.70048309","0.0","0.27023499","0.0","1","7","false","ST20","43.0","1","0","0","0.69994632","false","0","ST20","0","0.0"
"8342","2.94271912","0.00112049","0.33982176","0.46014493","24","6","false","SELPLG","70.95833333","24","0","0","0.78414232","false","0","SELPLG","48626","0.18950535"
"8344","2.97653554","3.0263E-4","0.33596105","0.48571429","15","6","false","DOK1","62.4","15","0","0","0.78038494","false","0","DOK1","12356","0.17963497"
"8355","2.78536922","0.00148503","0.35901883","0.41008403","35","6","false","FERMT3","62.85714286","35","0","0","0.80162564","false","0","FERMT3","57716","0.12848379"
"8358","2.60593513","0.00403107","0.38373941","0.23835451","58","6","false","CRK","56.10344828","58","0","0","0.82156276","false","0","CRK","157066","0.08625995"
"8367","3.21463078","0.00155885","0.31107772","0.17857143","8","6","false","CD151","39.75","8","0","0","0.75392991","false","0","CD151","44768","0.1971393"
"8374","3.24706694","9.6222E-4","0.30797024","0.11111111","10","7","false","SLC6A6","18.5","10","0","0","0.7503259","false","0","SLC6A6","19734","0.12133333"
"8377","2.66045549","0.00297536","0.37587549","0.25294419","63","6","false","PTPN6","54.36507937","63","0","0","0.81550495","false","0","PTPN6","135180","0.09198829"
"8381","3.06004141","0.00169704","0.32679296","0.24242424","12","6","false","APLP2","35.16666667","12","0","0","0.77110651","false","0","APLP2","46434","0.13888889"
"8383","2.69910283","0.00417745","0.37049348","0.16302521","35","6","false","SORT1","37.08571429","35","0","0","0.8112108","false","0","SORT1","119820","0.06642729"
"8385","2.873706","0.00125838","0.34798271","0.23333333","25","6","false","SORL1","35.56","25","0","0","0.79181044","false","0","SORL1","40454","0.08610169"
"8387","3.49965493","1.9885E-4","0.28574246","0.1","5","7","false","KIAA0513","17.6","5","0","0","0.72226056","false","0","KIAA0513","4542","0.20987654"
"8392","3.18219462","0.00180369","0.31424854","0.13333333","10","6","false","ITM2B","23.1","10","0","0","0.75753393","false","0","ITM2B","42912","0.13674699"
"8394","4.05935128","0.0","0.24634478","0.0","1","7","false","LHFPL2","12.0","1","0","0","0.66007208","false","0","LHFPL2","0","0.0"
"8399","3.0110421","0.00194423","0.33211093","0.23529412","17","6","false","LTBR","44.70588235","17","0","0","0.77655088","false","0","LTBR","62824","0.1372549"
"8404","4.08557626","2.434E-5","0.24476351","0.0","3","7","false","COX6B2","5.66666667","3","0","0","0.65715819","false","0","COX6B2","446","0.35897436"
"8406","3.30503796","5.17E-4","0.30256839","0.26666667","6","6","false","APOBR","43.16666667","6","0","0","0.74388467","false","0","APOBR","11366","0.24571429"
"8408","3.5721187","0.0014669","0.2799459","0.13333333","6","7","false","MPZL3","9.66666667","6","0","0","0.71420903","false","0","MPZL3","30700","0.17948718"
"8410","3.7184265","9.2E-5","0.26893096","0.1","5","7","false","TMEM154","9.0","5","0","0","0.69795261","false","0","TMEM154","1552","0.21"
"8413","3.30503796","7.373E-5","0.30256839","0.16666667","4","6","false","OR10H1","44.25","4","0","0","0.74388467","false","0","OR10H1","1696","0.31934307"
"8416","2.99654934","5.3754E-4","0.33371718","0.50985222","29","6","false","AQP9","52.24137931","29","0","0","0.77816118","false","0","AQP9","22898","0.15772476"
"8417","3.0110421","0.00178388","0.33211093","0.33990148","29","6","false","VSIG4","47.72413793","29","0","0","0.77655088","false","0","VSIG4","72090","0.14407751"
"8422","3.00966184","1.4259E-4","0.33226324","0.57575758","22","6","false","CLEC5A","61.86363636","22","0","0","0.77670424","false","0","CLEC5A","6958","0.18676188"
"8425","3.07453416","5.188E-5","0.32525253","0.74210526","20","6","false","CEACAM4","55.5","20","0","0","0.7694962","false","0","CEACAM4","3290","0.1894198"
"8428","2.77087647","0.00101556","0.36089664","0.3785461","48","6","false","CSF3R","61.3125","48","0","0","0.80323595","false","0","CSF3R","49838","0.12209495"
"8430","2.8536922","8.0961E-4","0.35042322","0.50588235","35","6","false","CD300LB","57.17142857","35","0","0","0.7940342","false","0","CD300LB","41366","0.12905514"
"8433","2.88612836","5.0323E-4","0.34648494","0.47840532","43","6","false","LILRA1","56.34883721","43","0","0","0.79043018","false","0","LILRA1","29542","0.13879024"
"8439","3.03588682","9.6166E-4","0.32939304","0.55335968","23","6","false","VNN2","63.73913043","23","0","0","0.77379035","false","0","VNN2","36482","0.20129334"
"8443","2.79572119","0.002019","0.35768946","0.4137931","59","6","false","TREM1","58.50847458","59","0","0","0.80047542","false","0","TREM1","99976","0.12418583"
"8447","2.74396135","0.00113257","0.36443662","0.39592969","47","6","false","IL1RN","61.19148936","47","0","0","0.80622652","false","0","IL1RN","54064","0.11928166"
"8456","3.12215321","0.00311635","0.32029178","0.15942029","24","6","false","KCNQ1","14.95833333","24","0","0","0.7642052","false","0","KCNQ1","71240","0.07327586"
"8458","3.78674948","8.927E-5","0.26407873","0.0","4","7","false","PCTP","9.5","4","0","0","0.69036117","false","0","PCTP","1334","0.265625"
"8460","3.30089717","4.9903E-4","0.30294794","0.33333333","12","6","false","CDC123","15.83333333","12","0","0","0.74434476","false","0","CDC123","10176","0.12634409"
"8462","3.31538992","2.1133E-4","0.30162365","0.46666667","10","6","false","HHEX","18.5","10","0","0","0.74273445","false","0","HHEX","3520","0.16086957"
"8466","2.88198758","0.00117388","0.34698276","0.23076923","27","6","false","CLTB","32.48148148","27","0","0","0.79089027","false","0","CLTB","37028","0.0822316"
"8468","3.63768116","1.3422E-4","0.2749004","0.0","4","6","false","STARD10","10.75","4","0","0","0.70692432","false","0","STARD10","2792","0.25"
"8471","3.42305038","4.704E-5","0.2921371","0.1","5","7","false","PXK","23.4","5","0","0","0.73077218","false","0","PXK","1264","0.228"
"8474","3.28502415","4.2971E-4","0.30441176","0.38888889","9","6","false","IGF2BP2","20.22222222","9","0","0","0.74610843","false","0","IGF2BP2","7118","0.15351993"
"8478","3.17046239","0.00159666","0.31541141","0.16666667","16","6","false","CAMK1D","15.9375","16","0","0","0.75883751","false","0","CAMK1D","27042","0.08504098"
"8483","3.15596963","1.3891E-4","0.31685983","0.28571429","7","6","false","ARAP3","40.71428571","7","0","0","0.76044782","false","0","ARAP3","3760","0.19343814"
"8484","2.88336784","0.00134405","0.34681666","0.18181818","22","6","false","ASAP1","45.81818182","22","0","0","0.79073691","false","0","ASAP1","45174","0.11141907"
"8487","3.38164251","1.8306E-4","0.29571429","0.28571429","8","7","false","TNFSF14","20.875","8","0","0","0.73537305","false","0","TNFSF14","5864","0.18362832"
"8490","2.95169082","9.205E-4","0.33878887","0.18095238","15","6","false","SHARPIN","42.93333333","15","0","0","0.78314546","false","0","SHARPIN","26896","0.12140152"
"8495","3.00138026","3.9354E-4","0.33318004","0.35164835","14","6","false","RALBP1","52.78571429","14","0","0","0.77762442","false","0","RALBP1","18646","0.17194044"
"8498","2.9178744","0.00265577","0.34271523","0.14855072","24","6","false","CTSZ","28.375","24","0","0","0.78690284","false","0","CTSZ","64454","0.07707195"
"8500","2.85645273","0.00367686","0.35008456","0.16927454","38","6","false","CHMP4B","27.81578947","38","0","0","0.79372747","false","0","CHMP4B","97492","0.06969056"
"8502","3.1152519","7.8906E-4","0.32100133","0.28205128","13","6","false","CPD","27.61538462","13","0","0","0.76497201","false","0","CPD","20710","0.117357"
"8509","3.02898551","0.00213046","0.33014354","0.11666667","16","6","false","GNS","24.9375","16","0","0","0.77455717","false","0","GNS","54192","0.09471154"
"8511","2.88612836","2.6423E-4","0.34648494","0.22727273","12","6","false","SPAG9","57.08333333","12","0","0","0.79043018","false","0","SPAG9","10036","0.14264829"
"8514","3.14837819","4.9695E-4","0.31762385","0.34285714","15","6","false","COPE","28.33333333","15","0","0","0.76129131","false","0","COPE","12452","0.13116279"
"8516","2.88819876","0.00246395","0.34623656","0.2173913","24","6","false","ARFGAP3","36.625","24","0","0","0.79020014","false","0","ARFGAP3","78014","0.09580052"
"8518","3.0510697","0.00114528","0.3277539","0.4248366","18","6","false","ATP6V0A1","33.88888889","18","0","0","0.77210337","false","0","ATP6V0A1","40060","0.12505125"
"8524","3.31884058","1.4821E-4","0.30131004","0.3","5","7","false","SCYL1","32.4","5","0","0","0.74235105","false","0","SCYL1","3152","0.25396825"
"8527","2.99585921","3.89E-4","0.33379406","0.23636364","11","6","false","ARHGAP26","49.81818182","11","0","0","0.77823787","false","0","ARHGAP26","13576","0.16191325"
"8532","2.95307108","4.7579E-4","0.33863052","0.53333333","6","6","false","PTP4A3","99.83333333","6","0","0","0.7829921","false","0","PTP4A3","15534","0.30479103"
"8538","2.74741201","0.00630945","0.3639789","0.13513514","37","6","false","IGF2R","31.78378378","37","0","0","0.80584311","false","0","IGF2R","157694","0.06160262"
"8542","2.95031056","4.0415E-4","0.33894737","0.33918129","19","6","false","CD55","45.89473684","19","0","0","0.78329883","false","0","CD55","19420","0.1289178"
"8545","2.96411318","0.00257563","0.33736903","0.34666667","25","6","false","RRAGC","31.16","25","0","0","0.7817652","false","0","RRAGC","74110","0.09730408"
"8548","2.81090407","0.00547563","0.35575743","0.15630252","35","6","false","PICALM","28.11428571","35","0","0","0.79878844","false","0","PICALM","130968","0.06141287"
"8558","2.76466529","0.00452922","0.36170744","0.19153226","32","6","false","CLTCL1","36.875","32","0","0","0.80392608","false","0","CLTCL1","122492","0.07633836"
"8562","3.08350587","0.00162743","0.32430618","0.13333333","10","6","false","IQSEC1","33.8","10","0","0","0.76849935","false","0","IQSEC1","36342","0.13744856"
"8566","3.0731539","0.00202634","0.32539861","0.3030303","12","6","false","UNC93B1","49.91666667","12","0","0","0.76964957","false","0","UNC93B1","64724","0.18532338"
"8570","3.02070393","3.656E-4","0.33104866","0.38461538","14","6","false","REPS2","38.57142857","14","0","0","0.77547734","false","0","REPS2","10406","0.12833333"
"8607","3.07522429","0.00453021","0.32517953","0.1871345","19","6","false","RABAC1","26.42105263","19","0","0","0.76941952","false","0","RABAC1","132102","0.10632428"
"8616","3.46514838","3.7216E-4","0.28858793","0.14285714","8","6","false","MLF2","14.125","8","0","0","0.72609462","false","0","MLF2","6292","0.14322917"
"8619","2.84748102","0.00401541","0.35118759","0.21609195","30","6","false","SNAP23","31.26666667","30","0","0","0.79472433","false","0","SNAP23","107888","0.07385466"
"8624","3.58454106","1.5939E-4","0.27897574","0.26666667","6","6","false","CKAP4","14.5","6","0","0","0.71282877","false","0","CKAP4","3048","0.19907407"
"8628","3.56590752","7.471E-5","0.28043352","0.0","4","7","false","ARL11","16.5","4","0","0","0.71489916","false","0","ARL11","1678","0.26271186"
"8637","2.85162181","0.00324183","0.35067764","0.14379085","18","6","false","CTBP2","34.55555556","18","0","0","0.79426424","false","0","CTBP2","76538","0.08477366"
"8645","3.89095928","1.0364E-4","0.25700603","0.0","3","6","false","RUNDC3B","8.33333333","3","0","0","0.6787823","false","0","RUNDC3B","1838","0.33333333"
"8651","2.85024155","0.00125622","0.35084746","0.22751323","28","6","false","ARHGEF2","42.46428571","28","0","0","0.79441761","false","0","ARHGEF2","43178","0.10190591"
"8655","2.98067633","0.00100875","0.33549433","0.12087912","14","6","false","NEDD9","38.71428571","14","0","0","0.77992485","false","0","NEDD9","30708","0.11964286"
"8659","3.48102139","0.00166659","0.28727201","0.10714286","8","7","false","CPEB4","10.375","8","0","0","0.72433096","false","0","CPEB4","39810","0.14107143"
"8663","3.47273982","2.4381E-4","0.28795707","0.16666667","4","6","false","ZNF608","17.5","4","0","0","0.72525113","false","0","ZNF608","6248","0.26153846"
"8670","3.42028986","0.00121779","0.29237288","0.15555556","10","6","false","KLHL2","12.6","10","0","0","0.7310789","false","0","KLHL2","21810","0.11923077"
"8679","2.92891649","3.4302E-4","0.34142319","0.54461538","26","6","false","ARHGAP30","54.5","26","0","0","0.78567595","false","0","ARHGAP30","13562","0.14000395"
"8684","3.12836439","1.3783E-4","0.31965586","0.30555556","9","6","false","MAPKAPK3","43.55555556","9","0","0","0.76351507","false","0","MAPKAPK3","4386","0.19826707"
